"project_id","final_status"
"kkst1083218251",0
"kkst1281000353",1
"kkst1995848810",1
"kkst2034966787",1
"kkst513697909",0
"kkst1123499133",1
"kkst1039249060",0
"kkst898182194",1
"kkst2019931556",1
"kkst640243771",0
"kkst1873628349",1
"kkst1998605122",1
"kkst849289724",1
"kkst1708386751",1
"kkst1952730486",0
"kkst2094499037",0
"kkst1995287495",0
"kkst923192828",1
"kkst1099985153",1
"kkst1778938523",0
"kkst2097847771",0
"kkst429435385",1
"kkst989529032",1
"kkst120495573",0
"kkst147878966",1
"kkst1184288188",0
"kkst1491068756",1
"kkst1764127993",1
"kkst1498609518",1
"kkst1531670610",1
"kkst463678047",0
"kkst1355706875",1
"kkst37178812",0
"kkst1160353042",0
"kkst2058028262",1
"kkst1984444511",0
"kkst810148847",1
"kkst2029494182",0
"kkst1572384789",0
"kkst1970360707",1
"kkst1836198858",0
"kkst1864428863",0
"kkst317944219",0
"kkst1815440256",0
"kkst1298758763",1
"kkst1521563099",1
"kkst299545222",0
"kkst1533000527",0
"kkst2063287995",1
"kkst374082712",1
"kkst986640971",0
"kkst868637018",1
"kkst1196941957",1
"kkst265032114",0
"kkst407532955",1
"kkst1619077750",1
"kkst2080360263",0
"kkst1198130855",0
"kkst1549874557",0
"kkst1980538121",0
"kkst223055235",1
"kkst631418100",1
"kkst2052588320",0
"kkst1288077258",1
"kkst1785242299",0
"kkst819919509",1
"kkst994449780",1
"kkst2086523029",0
"kkst1053681856",1
"kkst182293530",1
"kkst526615189",0
"kkst2142257643",1
"kkst632990495",0
"kkst1607616607",0
"kkst417394991",1
"kkst1059548094",1
"kkst68806483",0
"kkst1967357486",0
"kkst1841154411",0
"kkst1508847683",0
"kkst141648098",0
"kkst2102850678",0
"kkst1360488984",0
"kkst908159642",0
"kkst548148954",1
"kkst688115393",1
"kkst1424542550",1
"kkst438735835",0
"kkst1143045140",0
"kkst478238594",1
"kkst1070472059",0
"kkst137092311",1
"kkst1050834102",1
"kkst566855580",0
"kkst1819549003",1
"kkst2110439764",0
"kkst1488295290",0
"kkst1313755903",1
"kkst769741700",1
"kkst256380491",1
"kkst823710394",0
"kkst1442729949",1
"kkst597348520",1
"kkst90520086",0
"kkst1169127599",0
"kkst1810019813",1
"kkst84625770",0
"kkst1225773398",0
"kkst1270824242",0
"kkst1749169194",0
"kkst1806306724",1
"kkst1120318522",1
"kkst1928718515",0
"kkst1923557224",0
"kkst1514665998",1
"kkst279176077",1
"kkst1286118838",1
"kkst1738992780",1
"kkst962113239",0
"kkst1281146964",1
"kkst1619032323",1
"kkst1853862158",1
"kkst1897859561",1
"kkst1491345085",0
"kkst1120998593",0
"kkst1311879981",1
"kkst245402926",1
"kkst1305778135",1
"kkst1942730136",1
"kkst1990286501",0
"kkst1250222369",1
"kkst1833596901",0
"kkst1160860522",0
"kkst1735556819",0
"kkst1574614183",0
"kkst1170310497",0
"kkst1417070483",0
"kkst352828921",1
"kkst1295665335",1
"kkst1374453111",0
"kkst1597495342",1
"kkst78222839",0
"kkst2005646014",1
"kkst818404078",0
"kkst2078000934",1
"kkst46500882",0
"kkst619102208",1
"kkst240882274",1
"kkst904996877",0
"kkst1103393666",0
"kkst53629954",0
"kkst1092691760",1
"kkst1730689956",0
"kkst928355816",1
"kkst1822615388",1
"kkst1952103891",0
"kkst778210900",0
"kkst1242809496",1
"kkst899839660",1
"kkst709421461",0
"kkst1425019954",0
"kkst299983556",1
"kkst1917523166",0
"kkst1880174712",0
"kkst1193655814",1
"kkst1813243756",1
"kkst1940626016",0
"kkst1303671471",0
"kkst53242768",0
"kkst568967160",0
"kkst880806849",1
"kkst1129912195",1
"kkst1691759829",1
"kkst724587075",1
"kkst2065209358",1
"kkst1137423297",0
"kkst1026637861",0
"kkst804768258",1
"kkst637344317",0
"kkst267982169",0
"kkst649504683",0
"kkst310361218",0
"kkst1021350302",1
"kkst1524684543",1
"kkst524114455",1
"kkst2072703540",0
"kkst82588690",0
"kkst774882485",1
"kkst1690516981",1
"kkst958225997",0
"kkst823966939",1
"kkst814182916",1
"kkst1492244248",1
"kkst1186258140",1
"kkst292316405",0
"kkst405807147",1
"kkst1638581599",1
"kkst822290618",1
"kkst604002501",1
"kkst405189867",1
"kkst154350084",0
"kkst896975107",1
"kkst1561623330",1
"kkst1248550974",0
"kkst2085605249",0
"kkst1539659341",0
"kkst1674871716",0
"kkst2059462123",0
"kkst1787421750",1
"kkst252788241",0
"kkst505904227",1
"kkst188870386",1
"kkst903748950",0
"kkst909248984",0
"kkst589005204",1
"kkst522811612",0
"kkst1625497895",0
"kkst826157240",1
"kkst1459210691",0
"kkst1304300055",0
"kkst1596561958",1
"kkst191237792",0
"kkst1606434176",0
"kkst1906884623",1
"kkst1891449536",1
"kkst2114901164",1
"kkst803794740",1
"kkst1130179591",0
"kkst1556869125",1
"kkst650278338",1
"kkst1997656293",0
"kkst377728530",1
"kkst1322306395",1
"kkst1564632279",0
"kkst1452075049",1
"kkst1161531467",1
"kkst519961128",1
"kkst467509180",1
"kkst97035218",1
"kkst1049391050",0
"kkst504117331",0
"kkst1424434875",0
"kkst634737497",1
"kkst838996538",1
"kkst1114862215",0
"kkst155142926",0
"kkst1670317710",0
"kkst280043516",1
"kkst203810714",1
"kkst1606909078",0
"kkst2042321390",0
"kkst1043320094",0
"kkst77375306",0
"kkst1703054925",1
"kkst852816284",1
"kkst856669978",1
"kkst595049839",0
"kkst2019118918",0
"kkst1331776423",1
"kkst1768386885",1
"kkst1879698932",1
"kkst393726242",0
"kkst89201008",1
"kkst9436356",0
"kkst1892868256",1
"kkst123813695",0
"kkst383898210",1
"kkst1064261982",0
"kkst1414009277",1
"kkst886642343",1
"kkst2095587014",0
"kkst957726958",1
"kkst759035214",0
"kkst1924216527",1
"kkst1173551897",0
"kkst623222560",0
"kkst965681281",1
"kkst197959934",0
"kkst65636226",0
"kkst2125163560",1
"kkst660001744",0
"kkst514013734",0
"kkst1925977612",1
"kkst1742520624",0
"kkst111842099",0
"kkst1128080726",1
"kkst1860255509",1
"kkst946480141",1
"kkst1568079226",1
"kkst288272978",1
"kkst1668822033",1
"kkst1172027560",1
"kkst210697106",1
"kkst359079509",0
"kkst557456062",1
"kkst739410155",0
"kkst379813156",1
"kkst1813115102",1
"kkst1797842755",1
"kkst1787477604",0
"kkst940723177",0
"kkst1688248318",1
"kkst537109277",1
"kkst1136611298",1
"kkst1249672617",1
"kkst806201402",0
"kkst2124578983",1
"kkst1577165321",0
"kkst1841228874",0
"kkst1074869105",0
"kkst1092209850",1
"kkst1050623896",1
"kkst786953331",0
"kkst1470557525",0
"kkst1301601028",1
"kkst1694624891",0
"kkst1652418115",1
"kkst446515551",0
"kkst1958016564",0
"kkst1469738318",1
"kkst1682014629",1
"kkst1621428647",1
"kkst1208958357",0
"kkst134557359",0
"kkst269783240",0
"kkst1371982434",0
"kkst751266239",0
"kkst1792297797",0
"kkst2071009234",0
"kkst2086947194",0
"kkst1515145053",1
"kkst1728024141",0
"kkst1739255628",1
"kkst613042513",1
"kkst244850265",1
"kkst962060881",0
"kkst905894083",1
"kkst1757767164",1
"kkst1493155846",0
"kkst1917955452",0
"kkst1290718022",0
"kkst322902341",1
"kkst1459294285",1
"kkst2029674510",0
"kkst564066264",0
"kkst1662837099",1
"kkst1370959560",1
"kkst2054975704",0
"kkst904677351",1
"kkst377077273",1
"kkst378547053",0
"kkst172088720",1
"kkst66641847",1
"kkst1039861781",0
"kkst710125339",1
"kkst1141588211",1
"kkst1260936988",0
"kkst879891776",1
"kkst1351957291",1
"kkst1548465827",1
"kkst1126795384",1
"kkst1738409854",1
"kkst248389170",1
"kkst683494494",1
"kkst1175567957",1
"kkst1099325742",0
"kkst1102785021",0
"kkst980620347",1
"kkst1460470808",1
"kkst1739989178",0
"kkst1187624649",0
"kkst1643407243",1
"kkst170917259",0
"kkst1472984950",0
"kkst479546215",0
"kkst707097178",1
"kkst1165996708",0
"kkst933433632",1
"kkst1387674789",0
"kkst1288056084",1
"kkst714316364",0
"kkst1653584329",1
"kkst130722188",0
"kkst1016755974",1
"kkst166953314",0
"kkst847667662",1
"kkst626649281",0
"kkst615186837",0
"kkst75158444",1
"kkst208533676",0
"kkst1761308517",1
"kkst1477540424",1
"kkst1122688742",0
"kkst877044300",1
"kkst761203585",1
"kkst131163056",0
"kkst882814835",0
"kkst2106838345",1
"kkst2112678819",0
"kkst128344633",1
"kkst1704465138",1
"kkst1880981595",1
"kkst931498115",1
"kkst1342708374",0
"kkst858457698",0
"kkst1288667897",1
"kkst480550528",0
"kkst1127296669",0
"kkst1469238004",1
"kkst1960506462",1
"kkst1457203604",0
"kkst1248679316",0
"kkst183075220",0
"kkst1996345038",1
"kkst723768413",0
"kkst554730851",1
"kkst195019396",0
"kkst498831212",0
"kkst5039238",0
"kkst223150143",1
"kkst851703716",1
"kkst1878439902",1
"kkst252779682",1
"kkst1970479106",0
"kkst389493953",0
"kkst1903394301",0
"kkst801269303",1
"kkst2097964074",0
"kkst1497263665",1
"kkst57827789",0
"kkst917252205",0
"kkst341449435",0
"kkst1123380443",0
"kkst968607742",0
"kkst1061838326",1
"kkst1063350845",1
"kkst733638208",0
"kkst176359994",0
"kkst1106421909",0
"kkst759934009",0
"kkst1180579091",1
"kkst1206900560",0
"kkst1186254881",1
"kkst1973799753",0
"kkst185492981",1
"kkst1959317811",0
"kkst582524675",1
"kkst485485698",1
"kkst656864093",0
"kkst34981712",0
"kkst1493072397",1
"kkst149348462",1
"kkst585491644",0
"kkst1392868748",1
"kkst607196300",1
"kkst16439104",1
"kkst1749621308",1
"kkst718786503",1
"kkst840995822",0
"kkst1959972315",0
"kkst332631215",0
"kkst2003229693",1
"kkst1150453314",0
"kkst1773858866",0
"kkst1414599427",1
"kkst2096827075",0
"kkst703018152",1
"kkst1841915302",0
"kkst950713880",1
"kkst1036602533",1
"kkst1698268956",1
"kkst163065165",1
"kkst3961063",1
"kkst1553769697",0
"kkst481367535",0
"kkst1262226772",1
"kkst426936530",1
"kkst275536473",1
"kkst645084938",1
"kkst1669874505",0
"kkst190558808",1
"kkst1642701270",1
"kkst1864106542",0
"kkst291323770",1
"kkst1292368302",1
"kkst1085496722",0
"kkst1710467081",0
"kkst1793829805",0
"kkst426817116",1
"kkst16261326",0
"kkst1613126332",1
"kkst233082304",0
"kkst1457174581",1
"kkst523976109",0
"kkst98032618",1
"kkst1629681562",0
"kkst2118373236",1
"kkst1723718078",0
"kkst1584743718",0
"kkst316933330",0
"kkst489427250",0
"kkst1440712774",0
"kkst1519652767",1
"kkst888098856",0
"kkst336383340",1
"kkst883502345",0
"kkst263924895",0
"kkst1506353504",1
"kkst1227122258",0
"kkst1576990159",0
"kkst1157919149",1
"kkst1345418019",1
"kkst378547570",1
"kkst1000197321",0
"kkst1262608227",1
"kkst521083531",0
"kkst869361989",0
"kkst491253529",1
"kkst175597196",0
"kkst678459791",0
"kkst2074792069",0
"kkst1218123833",0
"kkst1017523928",0
"kkst1703564183",0
"kkst1003523631",1
"kkst1436747808",1
"kkst684853682",1
"kkst186442159",1
"kkst1972070202",0
"kkst1867984549",1
"kkst1207215188",0
"kkst1449376528",0
"kkst392754014",0
"kkst386628540",0
"kkst1393641313",1
"kkst827711430",1
"kkst2111256187",0
"kkst1503684651",0
"kkst663393662",0
"kkst1457294864",1
"kkst443631583",0
"kkst1135497246",1
"kkst296571077",1
"kkst1381604065",1
"kkst1822395400",1
"kkst798661237",1
"kkst1380796399",0
"kkst139534454",1
"kkst1950254053",1
"kkst1221994544",0
"kkst1377461977",1
"kkst420533463",1
"kkst1655961747",1
"kkst1137126378",1
"kkst745918916",0
"kkst1253528325",0
"kkst1929096738",0
"kkst736155201",1
"kkst416350001",0
"kkst588892544",0
"kkst1616240351",0
"kkst1147414835",0
"kkst967696728",1
"kkst1251490373",0
"kkst1880498943",0
"kkst861289888",1
"kkst91920382",0
"kkst150035902",0
"kkst1278736404",0
"kkst1700129808",1
"kkst153846103",0
"kkst1476492873",1
"kkst280159900",1
"kkst355544943",1
"kkst489330077",0
"kkst1462138657",0
"kkst723659232",0
"kkst553987362",0
"kkst1257279666",0
"kkst1547601524",0
"kkst749707811",0
"kkst1764228919",1
"kkst1354273269",0
"kkst977282637",1
"kkst203335951",1
"kkst815521658",0
"kkst1376269167",1
"kkst1722782925",0
"kkst748079686",1
"kkst1277091319",1
"kkst442557456",1
"kkst1251735844",1
"kkst2103504826",1
"kkst709518480",0
"kkst855345678",0
"kkst580464470",1
"kkst192531835",1
"kkst360302883",1
"kkst1500145962",1
"kkst938479352",1
"kkst1219323534",0
"kkst21087626",1
"kkst1543820687",0
"kkst41386860",0
"kkst2025364654",1
"kkst805429869",0
"kkst47731704",1
"kkst1681474438",1
"kkst1149760556",0
"kkst3632698",1
"kkst498992502",1
"kkst1212982215",0
"kkst912536506",1
"kkst209362653",1
"kkst1970480039",1
"kkst2048783290",1
"kkst1896016923",1
"kkst2117354064",1
"kkst1191250123",0
"kkst614423419",0
"kkst175137145",1
"kkst1245277799",0
"kkst694997213",1
"kkst1157367062",0
"kkst1978011888",1
"kkst1644318415",1
"kkst1886011097",1
"kkst1425142887",0
"kkst1912279543",1
"kkst576939413",1
"kkst2101580095",0
"kkst1343402189",0
"kkst215005513",1
"kkst455963220",0
"kkst179414996",0
"kkst272173971",1
"kkst1438577856",1
"kkst1951533794",0
"kkst1488192784",1
"kkst1789609749",1
"kkst1383768652",0
"kkst364087693",1
"kkst1378237574",0
"kkst2083476341",0
"kkst1577960322",1
"kkst623510949",1
"kkst2147021686",0
"kkst1916045915",1
"kkst1187449734",0
"kkst941019972",0
"kkst359921280",0
"kkst627376068",1
"kkst2143404563",1
"kkst175891053",1
"kkst1650369188",0
"kkst1585607453",0
"kkst1105188104",0
"kkst1665292317",0
"kkst369094761",1
"kkst197692328",0
"kkst1147714925",0
"kkst1419047512",1
"kkst1368611974",0
"kkst397548690",1
"kkst871030157",0
"kkst521913525",1
"kkst305171699",1
"kkst547538932",0
"kkst156234531",0
"kkst1034660063",1
"kkst1516323833",1
"kkst1638907122",0
"kkst1870841906",0
"kkst1493691758",0
"kkst68956415",1
"kkst1643457925",1
"kkst56335762",0
"kkst927826039",1
"kkst1671023327",1
"kkst1308042455",0
"kkst425555561",0
"kkst260101237",1
"kkst773098948",1
"kkst490641402",1
"kkst328652041",1
"kkst1700299630",0
"kkst793602493",0
"kkst2116137153",1
"kkst1253140680",0
"kkst1287053984",0
"kkst224410933",0
"kkst682230249",0
"kkst464440788",0
"kkst2070337446",0
"kkst1883540581",0
"kkst1501511152",1
"kkst1465159002",1
"kkst701248262",0
"kkst1725293274",0
"kkst651120254",0
"kkst2080949470",1
"kkst736751312",1
"kkst422963393",1
"kkst97992764",1
"kkst1658805847",1
"kkst197223630",1
"kkst2140987782",0
"kkst1171611122",0
"kkst810935069",1
"kkst1230731960",0
"kkst1037252958",1
"kkst1295344273",0
"kkst816602450",1
"kkst1699106040",1
"kkst1926169156",1
"kkst683513906",1
"kkst244310469",1
"kkst1614728740",1
"kkst240568313",1
"kkst1056367445",0
"kkst368680424",0
"kkst561594448",1
"kkst1382977670",1
"kkst1088194850",1
"kkst54455198",0
"kkst993650216",0
"kkst610401445",0
"kkst858956157",1
"kkst94822896",1
"kkst196173829",0
"kkst109106714",1
"kkst1702089162",0
"kkst671447967",1
"kkst362774457",1
"kkst26418972",0
"kkst1727180874",1
"kkst302938163",0
"kkst1601682518",0
"kkst985686383",1
"kkst100904461",0
"kkst1577784590",1
"kkst102072039",0
"kkst1432405365",1
"kkst215790829",0
"kkst977843898",1
"kkst1070795697",1
"kkst146247380",0
"kkst1595939028",1
"kkst1433778354",0
"kkst143848217",1
"kkst1956592820",0
"kkst1141783868",0
"kkst98789568",0
"kkst1595762357",0
"kkst821924835",0
"kkst488395730",0
"kkst1534524405",0
"kkst217363178",1
"kkst520659467",1
"kkst396838953",1
"kkst1577984871",1
"kkst697255378",0
"kkst1679591100",1
"kkst1464113345",1
"kkst1665115010",1
"kkst692654861",1
"kkst1394820199",1
"kkst379046839",1
"kkst1356059350",0
"kkst694457978",0
"kkst1621193925",0
"kkst1713472394",1
"kkst379578570",1
"kkst1781788557",1
"kkst1296068803",0
"kkst2062765913",1
"kkst258911996",1
"kkst591671376",1
"kkst1417211621",0
"kkst1939301124",0
"kkst1109011925",1
"kkst245583739",0
"kkst1409676878",1
"kkst131276542",0
"kkst171481308",0
"kkst1377749985",0
"kkst897129044",0
"kkst489828359",0
"kkst1520671396",0
"kkst1560637001",1
"kkst71439482",0
"kkst1582677127",1
"kkst1471969885",1
"kkst869492319",1
"kkst126848184",0
"kkst1613215722",0
"kkst715528614",0
"kkst207021808",0
"kkst933729576",0
"kkst1938488666",0
"kkst139821281",1
"kkst1503605361",1
"kkst22954941",0
"kkst1769090495",0
"kkst751888790",0
"kkst1680075618",0
"kkst232047175",0
"kkst1071027898",0
"kkst2110229979",1
"kkst133845371",0
"kkst500873202",0
"kkst1930986245",0
"kkst1640174369",0
"kkst1248068859",0
"kkst1263635261",0
"kkst133568133",0
"kkst1334772282",1
"kkst812114072",1
"kkst2132464074",0
"kkst91867442",0
"kkst1390821152",0
"kkst1392068884",0
"kkst1531362971",1
"kkst572913917",1
"kkst1996395185",0
"kkst1355681280",0
"kkst711163426",0
"kkst1296982925",0
"kkst1539974105",1
"kkst1319913151",0
"kkst346384806",1
"kkst1643730489",1
"kkst1681537386",0
"kkst371196502",1
"kkst199065382",1
"kkst1569539864",0
"kkst748677285",1
"kkst183524705",0
"kkst8143920",0
"kkst627188577",0
"kkst1197828730",1
"kkst15847573",0
"kkst1071936943",0
"kkst1918714148",1
"kkst1402229691",0
"kkst1249083189",1
"kkst2096232407",0
"kkst1690279067",1
"kkst1383706426",0
"kkst1097420940",0
"kkst1658803236",0
"kkst1709688093",1
"kkst1951693750",0
"kkst1639592264",1
"kkst1213712508",0
"kkst1596420906",1
"kkst768126168",1
"kkst532223753",1
"kkst109193604",1
"kkst1668231618",1
"kkst301529085",0
"kkst1753391326",0
"kkst2018060534",0
"kkst2072361705",0
"kkst1741417936",1
"kkst1590122694",1
"kkst1304785789",0
"kkst1683101793",1
"kkst1225976233",0
"kkst788411951",1
"kkst540488116",1
"kkst820416993",1
"kkst1052327618",1
"kkst2067267019",0
"kkst1855693527",0
"kkst1934192361",1
"kkst1816618202",1
"kkst887517629",1
"kkst1052235870",1
"kkst745230301",0
"kkst1106744612",1
"kkst1892426427",0
"kkst674601154",0
"kkst1584060875",0
"kkst1479901419",1
"kkst2042531145",0
"kkst176958419",0
"kkst2094808628",1
"kkst882683609",1
"kkst1312331512",0
"kkst1366181168",0
"kkst402260392",0
"kkst504993224",1
"kkst562754094",1
"kkst320271415",1
"kkst1651386891",1
"kkst498579279",1
"kkst1739844038",1
"kkst704428755",0
"kkst801999672",0
"kkst217613526",1
"kkst1430951728",1
"kkst1691149975",0
"kkst1038696202",1
"kkst1253499790",1
"kkst416971159",1
"kkst1533198935",1
"kkst489165195",1
"kkst213528434",0
"kkst1386514956",0
"kkst1755047993",1
"kkst1712796961",1
"kkst767249575",0
"kkst585996544",1
"kkst1436462479",1
"kkst1328264069",1
"kkst392522215",0
"kkst2106952120",0
"kkst1495355984",0
"kkst487768790",0
"kkst2133914333",1
"kkst231209689",0
"kkst342108061",0
"kkst359968429",1
"kkst1577605855",1
"kkst816696343",0
"kkst471098166",1
"kkst1908107469",1
"kkst1518590983",0
"kkst244965866",1
"kkst1299558138",1
"kkst400384826",1
"kkst1562087792",1
"kkst1519564503",1
"kkst766819830",0
"kkst1406539386",0
"kkst351119138",1
"kkst907754065",0
"kkst117288255",0
"kkst1700242668",1
"kkst1141394071",0
"kkst1868967167",0
"kkst720828379",0
"kkst1102867126",0
"kkst1403288266",0
"kkst1186259355",0
"kkst374470299",0
"kkst1416530374",1
"kkst1493769856",1
"kkst591451647",0
"kkst740146458",0
"kkst335536374",1
"kkst1787665138",1
"kkst988110952",1
"kkst652606508",0
"kkst1224002188",0
"kkst1657186786",0
"kkst477849669",1
"kkst183973060",1
"kkst688290257",1
"kkst1169936444",0
"kkst2043423401",0
"kkst1359838427",1
"kkst1381779917",1
"kkst1122661602",1
"kkst1144700045",1
"kkst756566423",1
"kkst1803732106",0
"kkst6583246",1
"kkst1893733888",1
"kkst554095855",1
"kkst700566045",1
"kkst1174485054",1
"kkst1469617209",1
"kkst825292118",1
"kkst613995342",1
"kkst523825148",1
"kkst1880302664",1
"kkst239747591",1
"kkst1428924480",1
"kkst333499088",0
"kkst772503533",0
"kkst1649755959",1
"kkst1847144592",1
"kkst2070287626",1
"kkst1318412412",0
"kkst1557946704",1
"kkst1044578139",1
"kkst235459739",0
"kkst776737905",0
"kkst1163743976",0
"kkst1146171679",0
"kkst817565385",0
"kkst387014742",1
"kkst1497470719",0
"kkst391505252",1
"kkst1151738102",0
"kkst1831078837",1
"kkst286168931",0
"kkst1881270474",0
"kkst1962317727",1
"kkst1477610274",1
"kkst454700866",1
"kkst748487025",1
"kkst737890094",0
"kkst1271061355",0
"kkst1096977854",1
"kkst1094070847",1
"kkst239626272",1
"kkst856756363",0
"kkst672544600",1
"kkst1682968575",1
"kkst2047420289",0
"kkst81035720",0
"kkst420364095",0
"kkst511526809",0
"kkst436358934",1
"kkst42134953",1
"kkst194844706",1
"kkst1503016416",1
"kkst724103860",1
"kkst1833431792",1
"kkst1233114842",0
"kkst1244422512",0
"kkst136868520",1
"kkst2012855311",1
"kkst1638012970",0
"kkst567104080",0
"kkst1495564711",0
"kkst1112948397",1
"kkst1428454834",1
"kkst1604255247",0
"kkst1885065632",1
"kkst2039754201",1
"kkst1248392904",1
"kkst999297914",1
"kkst714148596",1
"kkst242017988",0
"kkst1253845970",1
"kkst632369959",0
"kkst1300627286",1
"kkst1002965096",0
"kkst639372931",0
"kkst2114606518",0
"kkst1488387142",1
"kkst1475319637",0
"kkst1725953732",1
"kkst2052092929",1
"kkst1416797221",0
"kkst707845223",0
"kkst2041930507",1
"kkst987286895",1
"kkst408907189",0
"kkst757732719",0
"kkst2087992738",0
"kkst1330700166",0
"kkst469181858",0
"kkst18882867",0
"kkst1941598767",1
"kkst206374121",0
"kkst2121336146",0
"kkst568117989",0
"kkst328022383",0
"kkst165399408",1
"kkst352956714",0
"kkst1544336541",1
"kkst420647425",0
"kkst387690055",1
"kkst885445724",1
"kkst1271094627",1
"kkst838922469",0
"kkst2002979931",0
"kkst1141729100",1
"kkst329944664",0
"kkst1693250724",1
"kkst1821485184",1
"kkst167952957",1
"kkst1144961402",0
"kkst889234753",1
"kkst1391916022",1
"kkst458817698",0
"kkst281108294",1
"kkst19390344",0
"kkst2053733678",1
"kkst1849100395",0
"kkst780814984",0
"kkst846411510",0
"kkst1622845005",1
"kkst1058934907",1
"kkst1029725321",0
"kkst362556944",0
"kkst1356284255",0
"kkst1810950833",1
"kkst622655588",1
"kkst493824365",0
"kkst1606048184",1
"kkst2021231180",0
"kkst1607145385",1
"kkst115607600",1
"kkst464605056",0
"kkst1637170494",1
"kkst1098739257",1
"kkst109435269",1
"kkst311165992",1
"kkst707190789",0
"kkst1701852144",0
"kkst857466995",0
"kkst415493677",1
"kkst961887962",1
"kkst604635265",1
"kkst216901811",0
"kkst1399154236",0
"kkst98557565",0
"kkst1839911266",1
"kkst1853136422",1
"kkst2083546799",1
"kkst1220787196",1
"kkst877054057",1
"kkst1508096376",1
"kkst1626564604",1
